Id,Category
0313,2
0314,4
0315,4
0316,8
0317,1
0318,4
0319,8
0320,10
0321,10
0322,1
0323,3
0324,1
0325,7
0326,3
0327,2
0328,5
0329,10
0330,0
0331,8
0332,3
0333,7
0334,5
0335,7
0336,10
0337,0
0338,5
0339,8
0340,2
0341,6
0342,10
0343,5
0344,3
0345,3
0346,7
0347,0
0348,8
0349,7
0350,6
0351,10
0352,2
0353,2
0354,7
0355,7
0356,0
0357,5
0358,8
0359,7
0360,1
0361,3
0362,10
0363,5
0364,10
0365,5
0366,10
0367,10
0368,8
0369,8
0370,2
0371,3
0372,8
0373,8
0374,2
0375,3
0376,8
0377,2
0378,0
0379,10
0380,1
0381,0
0382,8
0383,1
0384,8
0385,9
0386,0
0387,1
0388,1
0389,10
0390,8
0391,10
0392,5
0393,1
0394,3
0395,3
0396,3
0397,3
0398,8
0399,6
0400,2
0401,6
0402,6
0403,5
0404,8
0405,8
0406,0
0407,8
0408,7
0409,5
0410,7
0411,3
0412,4
0413,8
0414,6
0415,7
0416,8
0417,9
0418,2
0419,8
0420,2
0421,10
0422,0
0423,10
0424,6
0425,8
0426,10
0427,8
0428,8
0429,0
0430,2
0431,4
0432,10
0433,6
0434,10
0435,2
0436,6
0437,8
0438,6
0439,2
0440,7
0441,10
0442,0
0443,5
0444,8
0445,6
0446,1
0447,8
0448,2
0449,0
0450,8
0451,8
0452,8
0453,9
0454,3
0455,1
0456,6
0457,3
0458,8
0459,9
0460,10
0461,8
0462,3
0463,6
0464,10
0465,1
0466,0
0467,6
0468,6
0469,10
0470,10
0471,5
0472,10
0473,1
0474,3
0475,10
0476,9
0477,8
0478,8
0479,10
0480,8
0481,0
0482,8
0483,0
0484,3
0485,1
0486,2
0487,6
0488,0
0489,8
0490,10
0491,8
0492,10
0493,1
0494,10
0495,5
0496,8
0497,8
0498,0
0499,0
0500,0
0501,3
0502,3
0503,2
0504,1
0505,10
0506,6
0507,3
0508,8
0509,0
0510,3
0511,3
0512,2
0513,3
0514,1
0515,0
0516,10
0517,2
0518,3
0519,7
0520,8
0521,0
0522,8
0523,5
0524,8
0525,0
0526,8
0527,8
0528,6
0529,6
0530,5
0531,7
0532,10
0533,8
0534,8
0535,10
0536,8
0537,2
0538,4
0539,10
0540,0
0541,2
0542,3
0543,10
0544,5
0545,2
0546,10
0547,10
0548,1
0549,10
0550,0
0551,5
0552,0
0553,2
0554,6
0555,8
0556,10
0557,6
0558,10
0559,6
0560,8
0561,10
0562,10
0563,6
0564,0
0565,8
0566,8
0567,3
0568,10
0569,8
0570,3
0571,10
0572,3
0573,0
0574,1
0575,6
0576,10
0577,8
0578,0
0579,7
0580,4
0581,10
0582,6
0583,8
0584,7
0585,2
0586,3
0587,7
0588,4
0589,6
0590,8
0591,8
0592,1
0593,8
0594,8
0595,5
0596,1
0597,10
0598,8
0599,10
0600,4
0601,1
0602,8
0603,8
0604,1
0605,8
0606,8
0607,8
0608,0
0609,0
0610,10
0611,7
0612,6
0613,6
0614,8
0615,0
0616,8
0617,2
0618,0
0619,5
0620,5
0621,2
0622,5
0623,6
0624,6
0625,1
0626,2
0627,6
0628,2
0629,5
0630,4
0631,2
0632,10
0633,8
0634,3
0635,2
0636,0
0637,3
0638,7
0639,3
0640,9
0641,6
0642,6
0643,10
0644,8
0645,3
0646,3
0647,6
0648,8
0649,1
0650,1
0651,5
0652,9
0653,8
0654,7
0655,4
0656,6
0657,2
0658,2
0659,8
0660,8
0661,2
0662,8
0663,10
0664,1
0665,3
0666,10
0667,8
0668,6
0669,3
0670,5
0671,5
0672,2
0673,10
0674,0
0675,10
0676,8
0677,10
0678,2
0679,3
0680,8
0681,8
0682,8
0683,4
0684,5
0685,8
0686,1
0687,4
0688,9
0689,0
0690,10
0691,1
0692,8
0693,2
0694,10
0695,0
0696,2
0697,8
0698,1
0699,3
0700,3
0701,10
0702,0
0703,7
0704,8
0705,9
0706,5
0707,10
0708,0
0709,4
0710,8
0711,6
0712,8
0713,1
0714,0
0715,8
0716,1
0717,3
0718,7
0719,2
0720,1
0721,10
0722,3
0723,2
0724,0
0725,8
0726,7
0727,0
0728,1
0729,10
0730,8
0731,10
0732,10
0733,3
0734,1
0735,10
0736,8
0737,3
0738,1
0739,4
0740,10
0741,2
0742,10
0743,6
0744,2
0745,8
0746,3
0747,5
0748,0
0749,2
0750,6
0751,7
0752,10
0753,8
0754,2
0755,8
0756,10
0757,2
0758,9
0759,3
0760,2
0761,6
0762,8
0763,8
0764,3
0765,5
0766,1
0767,6
0768,10
0769,10
0770,10
0771,0
0772,10
0773,0
0774,8
0775,5
0776,7
0777,9
0778,10
0779,0
0780,3
0781,2
0782,8
0783,6
0784,10
0785,10
0786,8
0787,0
0788,7
0789,10
0790,7
0791,2
0792,8
0793,6
0794,10
0795,8
0796,6
0797,2
0798,10
0799,10
0800,2
0801,10
0802,3
0803,3
0804,2
0805,8
0806,5
0807,10
0808,2
0809,6
0810,8
0811,0
0812,3
0813,3
0814,2
0815,5
0816,6
0817,2
0818,8
0819,0
0820,5
0821,1
0822,3
0823,3
0824,10
0825,8
0826,1
0827,1
0828,8
0829,4
0830,7
0831,2
0832,8
0833,8
0834,6
0835,8
0836,3
0837,9
0838,8
0839,10
0840,8
0841,10
0842,10
0843,6
0844,6
0845,10
0846,3
0847,5
0848,9
0849,8
0850,6
0851,5
0852,2
0853,0
0854,9
0855,8
0856,10
0857,10
0858,5
0859,3
0860,7
0861,8
0862,2
0863,7
0864,8
0865,6
0866,7
0867,8
0868,8
0869,10
0870,10
0871,1
0872,1
0873,10
0874,10
0875,2
0876,8
0877,10
0878,10
0879,1
0880,10
0881,8
0882,7
0883,3
0884,3
0885,7
0886,10
0887,8
0888,7
0889,2
0890,5
0891,3
0892,8
0893,3
0894,7
0895,10
0896,10
0897,10
0898,6
0899,9
0900,9
0901,10
0902,8
0903,3
0904,8
0905,5
0906,10
0907,2
0908,2
0909,4
0910,2
0911,8
0912,5
0913,2
0914,1
0915,10
0916,7
0917,1
0918,10
0919,3
0920,8
0921,10
0922,2
0923,10
0924,10
0925,7
0926,8
0927,10
0928,10
0929,10
0930,10
0931,9
0932,8
0933,8
0934,3
0935,7
0936,0
0937,6
0938,1
0939,0
0940,10
0941,2
0942,9
0943,6
0944,2
0945,7
0946,5
0947,10
0948,10
0949,8
0950,2
0951,7
0952,8
0953,0
0954,3
0955,8
0956,1
0957,3
0958,10
0959,6
0960,10
0961,1
0962,10
0963,10
0964,0
0965,6
0966,8
0967,2
0968,9
0969,5
0970,8
0971,5
0972,6
0973,10
0974,10
0975,10
0976,10
0977,8
0978,2
0979,8
0980,9
0981,10
0982,6
0983,0
0984,7
0985,10
0986,5
0987,6
0988,3
0989,5
0990,7
0991,8
0992,8
0993,3
0994,4
0995,6
0996,0
0997,3
0998,8
0999,6
1000,0
1001,10
1002,7
1003,5
1004,2
1005,10
1006,3
1007,5
1008,10
1009,5
1010,6
1011,8
1012,10
1013,5
1014,8
1015,1
1016,0
1017,1
1018,8
1019,8
1020,0
1021,8
1022,4
1023,2
1024,7
1025,3
1026,2
1027,8
1028,3
1029,7
1030,2
1031,3
1032,6
1033,2
1034,6
1035,3
1036,0
1037,8
1038,10
1039,2
1040,9
1041,10
1042,10
1043,10
1044,8
1045,7
1046,3
1047,10
1048,6
1049,9
1050,6
1051,0
1052,0
1053,8
1054,3
1055,1
1056,1
1057,6
1058,10
1059,8
1060,10
1061,1
1062,0
1063,8
1064,0
1065,2
1066,1
1067,7
1068,9
1069,8
1070,10
1071,8
1072,8
1073,8
1074,8
1075,6
1076,9
1077,6
1078,8
1079,10
1080,7
1081,6
1082,10
1083,7
1084,6
1085,7
1086,6
1087,4
1088,10
1089,6
1090,6
1091,8
1092,5
1093,8
1094,10
1095,8
1096,7
1097,3
1098,8
1099,1
1100,7
1101,6
1102,2
1103,8
1104,1
1105,7
1106,6
1107,5
1108,1
1109,6
1110,2
1111,3
1112,0
1113,6
1114,8
1115,6
1116,7
1117,2
1118,2
1119,6
1120,8
1121,8
1122,8
1123,10
1124,2
1125,8
1126,3
1127,10
1128,3
1129,7
1130,0
1131,8
1132,0
1133,6
1134,8
1135,8
1136,1
1137,8
1138,3
1139,9
1140,3
1141,3
1142,8
1143,3
1144,8
1145,8
1146,10
1147,8
1148,6
1149,9
1150,6
1151,10
1152,7
1153,1
1154,10
1155,5
1156,6
1157,8
1158,8
1159,8
1160,8
1161,9
1162,8
1163,0
1164,10
1165,1
1166,3
1167,2
1168,6
1169,7
1170,2
1171,10
1172,10
1173,8
1174,8
1175,4
1176,10
1177,6
1178,2
1179,6
1180,3
1181,6
1182,0
1183,10
1184,10
1185,10
1186,2
1187,0
1188,8
1189,2
1190,10
1191,7
1192,8
1193,2
1194,0
1195,8
1196,10
1197,3
1198,9
1199,10
1200,10
1201,1
1202,7
1203,8
1204,8
1205,4
1206,4
1207,3
1208,2
1209,8
1210,10
1211,8
1212,3
1213,10
1214,10
1215,8
1216,0
1217,10
1218,7
1219,8
1220,10
1221,8
1222,10
1223,10
1224,3
1225,0
1226,8
1227,10
1228,9
1229,6
1230,10
1231,5
1232,3
1233,2
1234,10
1235,8
1236,10
1237,2
1238,0
1239,1
1240,4
1241,10
1242,1
1243,7
1244,0
1245,8
1246,0
1247,9
1248,6
1249,0
1250,0
1251,0
1252,6
1253,10
1254,10
1255,8
1256,2
1257,8
1258,5
1259,5
1260,6
1261,8
1262,8
1263,7
1264,2
1265,8
1266,0
1267,9
1268,6
1269,7
1270,10
1271,2
1272,8
1273,5
1274,6
1275,6
1276,10
1277,1
1278,8
1279,10
1280,10
1281,10
1282,4
1283,6
1284,1
1285,2
1286,0
1287,8
1288,6
1289,10
1290,8
1291,8
1292,6
1293,8
1294,10
1295,10
1296,10
1297,6
1298,2
1299,6
1300,9
1301,8
1302,6
1303,5
1304,6
1305,7
1306,6
1307,8
1308,3
1309,10
1310,2
1311,0
1312,9
1313,3
1314,2
1315,0
1316,10
1317,6
1318,10
1319,6
1320,2
1321,8
1322,10
1323,10
1324,10
1325,6
1326,8
1327,10
1328,8
1329,8
1330,10
1331,1
1332,9
1333,10
1334,2
1335,8
1336,6
1337,2
1338,7
1339,4
1340,6
1341,5
1342,5
1343,2
1344,2
1345,6
1346,8
1347,2
1348,1
1349,10
1350,10
1351,6
1352,10
1353,5
1354,6
1355,8
1356,6
1357,8
1358,8
1359,1
1360,7
1361,10
1362,7
1363,6
1364,7
1365,6
1366,9
1367,8
1368,2
1369,10
1370,0
1371,8
1372,8
1373,3
1374,6
1375,10
1376,10
1377,8
1378,5
1379,8
1380,6
1381,10
1382,8
1383,10
1384,8
1385,3
1386,1
1387,6
1388,6
1389,2
1390,1
1391,10
1392,4
1393,6
1394,10
1395,0
1396,10
1397,5
1398,8
1399,6
1400,8
1401,0
1402,6
1403,6
1404,5
1405,9
1406,7
1407,10
1408,5
1409,0
1410,8
1411,10
1412,8
1413,3
1414,4
1415,2
1416,4
1417,8
1418,10
1419,8
1420,4
1421,10
1422,8
1423,3
1424,6
1425,6
1426,6
1427,8
1428,8
1429,0
1430,2
1431,8
1432,2
1433,10
1434,5
1435,10
1436,2
1437,3
1438,2
1439,7
1440,6
1441,6
1442,6
1443,1
1444,9
1445,1
1446,8
1447,10
1448,6
1449,5
1450,2
1451,8
1452,10
1453,1
1454,6
1455,6
1456,1
1457,1
1458,7
1459,8
1460,3
1461,8
1462,7
1463,5
1464,8
1465,5
1466,1
1467,10
1468,1
1469,2
1470,4
1471,1
1472,3
1473,0
1474,2
1475,8
1476,0
1477,1
1478,3
1479,3
1480,7
1481,6
1482,7
1483,7
1484,8
1485,4
1486,1
1487,8
1488,10
1489,8
1490,10
1491,8
1492,1
1493,5
1494,8
1495,1
1496,1
1497,2
1498,1
1499,7
1500,3
1501,6
1502,8
1503,8
1504,1
1505,10
1506,10
1507,7
1508,8
1509,2
1510,3
1511,8
1512,8
1513,8
1514,1
1515,10
1516,2
1517,10
1518,0
1519,8
1520,6
1521,5
1522,7
1523,7
1524,6
1525,10
1526,10
1527,6
1528,9
1529,10
1530,6
1531,2
1532,3
1533,7
1534,8
1535,10
1536,4
1537,10
1538,3
1539,3
1540,6
1541,6
1542,10
1543,8
1544,5
1545,2
1546,10
1547,4
1548,10
1549,0
1550,10
1551,8
1552,8
1553,3
1554,10
1555,6
1556,8
1557,7
1558,10
1559,7
1560,2
1561,7
1562,7
1563,0
1564,8
1565,9
1566,8
1567,4
1568,0
1569,3
1570,6
1571,1
1572,6
1573,10
1574,1
1575,6
1576,6
1577,2
1578,0
1579,8
1580,2
1581,10
1582,6
1583,2
1584,8
1585,10
1586,5
1587,2
1588,10
1589,7
1590,3
1591,10
1592,3
1593,8
1594,0
1595,9
1596,3
1597,1
1598,10
1599,2
1600,1
1601,1
1602,5
1603,8
1604,10
1605,6
1606,10
1607,9
1608,8
1609,8
1610,8
1611,4
1612,8
1613,10
1614,10
1615,1
1616,2
1617,2
1618,8
1619,3
1620,10
1621,8
1622,0
1623,10
1624,3
1625,5
1626,2
1627,6
1628,7
1629,6
1630,10
1631,6
1632,7
1633,9
1634,10
1635,10
1636,9
1637,4
1638,10
1639,3
1640,8
1641,7
1642,5
1643,4
1644,3
1645,0
1646,2
1647,10
1648,8
1649,2
1650,0
1651,5
1652,8
1653,8
1654,10
1655,8
1656,4
1657,5
1658,6
1659,2
1660,3
1661,7
1662,8
1663,0
1664,5
1665,3
1666,5
1667,9
1668,5
1669,2
1670,4
1671,8
1672,2
1673,10
1674,2
1675,10
1676,6
1677,7
1678,8
1679,10
1680,1
1681,8
1682,3
1683,10
1684,8
1685,8
1686,10
1687,10
1688,9
1689,8
1690,8
1691,4
1692,10
1693,3
1694,2
1695,10
1696,8
1697,8
1698,2
1699,1
1700,8
1701,8
1702,1
1703,3
1704,1
1705,8
1706,10
1707,10
1708,0
1709,10
1710,8
1711,6
1712,3
1713,6
1714,10
1715,0
1716,2
1717,8
1718,8
1719,4
1720,7
1721,10
1722,10
1723,0
1724,2
1725,0
1726,1
1727,8
1728,0
1729,10
1730,1
1731,7
1732,10
1733,6
1734,8
1735,3
1736,1
1737,6
1738,10
1739,1
1740,7
1741,8
1742,6
1743,8
1744,0
1745,3
1746,0
1747,6
1748,5
1749,3
1750,10
1751,1
1752,0
1753,8
1754,1
1755,3
1756,10
1757,8
1758,6
1759,8
1760,7
1761,0
1762,5
1763,7
1764,8
1765,7
1766,6
1767,10
1768,10
1769,8
1770,10
1771,7
1772,6
1773,7
1774,6
1775,8
1776,0
1777,1
1778,8
1779,6
1780,8
1781,8
1782,3
1783,3
1784,8
1785,2
1786,6
1787,0
1788,8
1789,4
1790,8
1791,10
1792,8
1793,6
1794,2
1795,8
1796,6
1797,4
1798,10
1799,3
1800,2
1801,4
1802,5
1803,5
1804,8
1805,3
1806,8
1807,8
1808,0
1809,2
1810,8
1811,10
1812,2
1813,6
1814,0
1815,6
1816,1
1817,7
1818,7
1819,7
1820,8
1821,9
1822,5
1823,8
1824,2
1825,6
1826,2
1827,3
1828,8
1829,1
1830,6
1831,5
1832,7
1833,7
1834,8
1835,10
1836,8
1837,2
1838,3
1839,8
1840,6
1841,3
1842,3
1843,10
1844,8
1845,10
1846,9
1847,10
1848,0
1849,7
1850,3
1851,1
1852,2
1853,3
1854,7
1855,8
1856,6
1857,8
1858,0
1859,10
1860,6
1861,10
1862,3
1863,6
1864,2
1865,3
1866,7
1867,2
1868,10
1869,8
1870,10
1871,10
1872,8
1873,8
1874,10
1875,8
1876,10
1877,2
1878,10
1879,9
1880,9
1881,6
1882,10
1883,3
1884,10
1885,6
1886,2
1887,7
1888,10
1889,1
1890,1
1891,10
1892,10
1893,8
1894,9
1895,2
1896,0
1897,1
1898,7
1899,7
1900,8
1901,10
1902,7
1903,6
1904,8
1905,6
1906,6
1907,1
1908,2
1909,10
1910,7
1911,0
1912,3
1913,10
1914,9
1915,8
1916,10
1917,8
1918,1
1919,10
1920,6
1921,5
1922,10
1923,8
1924,6
1925,8
1926,2
1927,2
1928,1
1929,8
1930,1
1931,8
1932,10
1933,0
1934,0
1935,6
1936,10
1937,10
1938,0
1939,6
1940,7
1941,0
1942,3
1943,8
1944,10
1945,3
1946,3
1947,7
1948,10
1949,8
1950,3
1951,6
1952,3
1953,8
1954,10
1955,10
1956,9
1957,7
1958,6
1959,10
1960,2
1961,2
1962,4
1963,8
1964,10
1965,10
1966,6
1967,6
1968,6
1969,8
1970,0
1971,8
1972,10
1973,10
1974,9
1975,10
1976,10
1977,10
1978,6
1979,9
1980,0
1981,5
1982,8
1983,8
1984,3
1985,8
1986,6
1987,1
1988,8
1989,4
1990,6
1991,0
1992,0
1993,8
1994,3
1995,10
1996,6
1997,5
1998,8
1999,8
2000,3
2001,0
2002,10
2003,6
2004,6
2005,7
2006,8
2007,0
2008,2
2009,6
2010,2
2011,10
2012,3
2013,7
2014,0
2015,10
2016,5
2017,6
2018,8
2019,10
2020,3
2021,0
2022,1
2023,2
2024,10
2025,10
2026,8
2027,2
2028,1
2029,2
2030,8
2031,8
2032,7
2033,5
2034,8
2035,3
2036,8
2037,3
2038,0
2039,3
2040,10
2041,6
2042,0
2043,0
2044,9
2045,10
2046,10
2047,6
2048,7
2049,8
2050,5
2051,8
2052,1
2053,1
2054,2
2055,7
2056,6
2057,0
2058,7
2059,6
2060,3
2061,10
2062,2
2063,9
2064,3
2065,3
2066,8
2067,3
2068,0
2069,10
2070,8
2071,10
2072,7
2073,8
2074,2
2075,2
2076,2
2077,6
2078,10
2079,0
2080,2
2081,8
2082,10
2083,8
2084,10
2085,8
2086,9
2087,10
2088,2
2089,0
2090,7
2091,6
2092,3
2093,10
2094,10
2095,2
2096,5
2097,8
2098,0
2099,8
2100,3
2101,6
2102,10
2103,6
2104,8
2105,7
2106,8
2107,1
2108,6
2109,0
2110,3
2111,6
2112,10
2113,1
2114,0
2115,9
2116,6
2117,4
2118,2
2119,8
2120,3
2121,10
2122,6
2123,8
2124,6
2125,3
2126,7
2127,9
2128,9
2129,6
2130,5
2131,10
2132,6
2133,8
2134,6
2135,5
2136,1
2137,7
2138,0
2139,2
2140,2
2141,0
2142,5
2143,8
2144,8
2145,4
2146,3
2147,8
2148,6
2149,10
2150,10
2151,2
2152,9
2153,3
2154,8
2155,6
2156,6
2157,7
2158,8
2159,3
2160,6
2161,2
2162,2
2163,8
2164,6
2165,6
2166,10
2167,0
2168,10
2169,10
2170,6
2171,10
2172,7
2173,0
2174,1
2175,8
2176,1
2177,7
2178,6
2179,6
2180,8
2181,4
2182,2
2183,1
2184,9
2185,2
2186,1
2187,6
2188,2
2189,6
2190,0
2191,3
2192,7
2193,10
2194,10
2195,6
2196,2
2197,0
2198,10
2199,0
2200,7
2201,8
2202,7
2203,6
2204,8
2205,3
2206,2
2207,8
2208,6
2209,8
2210,10
2211,4
2212,8
2213,6
2214,10
2215,6
2216,6
2217,10
2218,5
2219,0
2220,6
2221,4
2222,2
2223,1
2224,8
2225,6
2226,2
2227,10
2228,8
2229,10
2230,0
2231,6
2232,0
2233,8
2234,8
2235,2
2236,10
2237,3
2238,10
2239,8
2240,10
2241,9
2242,8
2243,3
2244,8
2245,8
2246,6
2247,6
2248,8
2249,0
2250,10
2251,10
2252,10
2253,6
2254,6
2255,7
2256,8
2257,5
2258,10
2259,1
2260,9
2261,0
2262,10
2263,3
2264,1
2265,6
2266,6
2267,8
2268,7
2269,2
2270,6
2271,8
2272,8
2273,8
2274,6
2275,0
2276,8
2277,8
2278,0
2279,10
2280,8
2281,8
2282,8
2283,10
2284,10
2285,10
2286,8
2287,0
2288,8
2289,10
2290,7
2291,0
2292,6
2293,0
2294,3
2295,2
2296,8
2297,7
2298,8
2299,10
2300,5
2301,8
2302,7
2303,3
2304,10
2305,6
2306,10
2307,5
2308,5
2309,9
2310,6
2311,6
2312,10
2313,8
2314,1
2315,8
2316,3
2317,6
2318,8
2319,6
2320,10
2321,10
2322,9
2323,3
2324,8
2325,2
2326,9
2327,10
2328,6
2329,0
2330,10
2331,8
2332,10
2333,1
2334,2
2335,10
2336,3
2337,8
2338,10
2339,8
2340,5
2341,7
2342,8
2343,6
2344,3
2345,8
2346,8
2347,8
2348,8
2349,6
2350,0
2351,6
2352,8
2353,8
2354,10
2355,6
2356,2
2357,1
2358,5
2359,2
2360,6
2361,6
2362,8
2363,6
2364,2
2365,0
2366,8
2367,2
2368,0
2369,8
2370,10
2371,1
2372,8
2373,5
2374,8
2375,8
2376,2
2377,8
2378,2
2379,5
2380,0
2381,10
2382,5
2383,8
2384,8
2385,2
2386,7
2387,1
2388,0
2389,2
2390,5
2391,10
2392,9
2393,1
2394,6
2395,1
2396,8
2397,3
2398,6
2399,9
2400,1
2401,6
2402,10
2403,5
2404,8
2405,1
2406,6
2407,1
2408,2
2409,2
2410,8
2411,8
2412,3
2413,7
2414,8
2415,9
2416,6
2417,5
2418,2
2419,3
2420,8
2421,2
2422,0
2423,2
2424,3
2425,1
2426,0
2427,0
2428,7
2429,10
2430,1
2431,4
2432,8
2433,2
2434,7
2435,5
2436,6
2437,5
2438,8
2439,1
2440,10
2441,9
2442,6
2443,8
2444,3
2445,10
2446,5
2447,3
2448,10
2449,0
2450,0
2451,3
2452,2
2453,3
2454,2
2455,7
2456,6
2457,5
2458,10
2459,1
2460,0
2461,3
2462,2
2463,9
2464,10
2465,8
2466,3
2467,10
2468,3
2469,0
2470,6
2471,0
2472,7
2473,9
2474,10
2475,8
2476,10
2477,3
2478,10
2479,8
2480,0
2481,3
2482,6
2483,6
2484,9
2485,10
2486,8
2487,1
2488,8
2489,4
2490,0
2491,8
2492,10
2493,8
2494,0
2495,3
2496,9
2497,6
2498,6
2499,8
2500,5
2501,10
2502,10
2503,0
2504,8
2505,2
2506,10
2507,8
2508,8
2509,4
2510,9
2511,8
2512,8
2513,8
2514,8
2515,9
2516,7
2517,10
2518,1
2519,10
2520,7
2521,6
2522,8
2523,6
2524,2
2525,8
2526,7
2527,2
2528,8
2529,8
2530,4
2531,8
2532,10
2533,6
2534,8
2535,2
2536,2
2537,7
2538,2
2539,10
2540,3
2541,6
2542,0
2543,4
2544,6
2545,8
2546,9
2547,7
2548,6
2549,10
2550,8
2551,0
2552,7
2553,3
2554,3
2555,8
2556,8
2557,8
2558,10
2559,9
2560,2
2561,1
2562,5
2563,8
2564,1
2565,3
2566,1
2567,8
2568,1
2569,5
2570,6
2571,2
2572,8
2573,9
2574,10
2575,8
2576,0
2577,0
2578,2
2579,3
2580,10
2581,8
2582,5
2583,2
2584,4
2585,8
2586,3
2587,2
2588,5
2589,6
2590,6
2591,0
2592,10
2593,2
2594,10
2595,8
2596,3
2597,6
2598,1
2599,2
2600,6
2601,2
2602,7
2603,8
2604,10
2605,0
2606,5
2607,1
2608,6
2609,10
2610,1
2611,7
2612,10
2613,3
2614,8
2615,10
2616,3
2617,10
2618,0
2619,5
2620,10
2621,8
2622,8
2623,5
2624,1
2625,10
2626,5
2627,0
2628,8
2629,8
2630,1
2631,1
2632,8
2633,10
2634,0
2635,8
2636,8
2637,2
2638,10
2639,3
2640,1
2641,8
2642,1
2643,2
2644,6
2645,5
2646,0
2647,7
2648,6
2649,8
2650,8
2651,2
2652,6
2653,5
2654,2
2655,8
2656,3
2657,8
2658,6
2659,0
2660,8
2661,10
2662,10
2663,8
2664,10
2665,6
2666,0
2667,3
2668,7
2669,8
2670,9
2671,8
2672,7
2673,9
2674,2
2675,6
2676,6
2677,6
2678,1
2679,8
2680,10
2681,5
2682,0
2683,8
2684,6
2685,10
2686,9
2687,10
2688,6
2689,3
2690,6
2691,8
2692,10
2693,8
2694,10
2695,2
2696,8
2697,6
2698,10
2699,6
2700,6
2701,8
2702,1
2703,0
2704,2
2705,10
2706,1
2707,6
2708,3
2709,10
2710,0
2711,1
2712,3
2713,1
2714,1
2715,0
2716,7
2717,4
2718,8
2719,0
2720,6
2721,6
2722,10
2723,0
2724,1
2725,5
2726,2
2727,7
2728,0
2729,1
2730,3
2731,7
2732,8
2733,2
2734,6
2735,6
2736,5
2737,8
2738,0
2739,10
2740,10
2741,2
2742,6
2743,8
2744,0
2745,8
2746,1
2747,10
2748,6
2749,0
2750,6
2751,8
2752,8
2753,6
2754,8
2755,6
2756,10
2757,6
2758,10
2759,2
2760,1
2761,3
2762,6
2763,2
2764,9
2765,8
2766,2
2767,3
2768,8
2769,8
2770,8
2771,2
2772,0
2773,1
2774,10
2775,6
2776,5
2777,8
2778,6
2779,10
2780,2
2781,8
2782,9
2783,6
2784,5
2785,10
2786,10
2787,2
2788,8
2789,7
2790,9
2791,0
2792,8
2793,5
2794,5
2795,10
2796,8
2797,7
